2023-01-18 15:41:05,152 INFO    StreamThr :704 [internal.py:wandb_internal():87] W&B internal server running at pid: 704, started at: 2023-01-18 15:41:05.151481
2023-01-18 15:41:05,155 DEBUG   HandlerThread:704 [handler.py:handle_request():144] handle_request: status
2023-01-18 15:41:05,164 INFO    WriterThread:704 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_154105-bocgwg86/run-bocgwg86.wandb
2023-01-18 15:41:05,165 DEBUG   SenderThread:704 [sender.py:send():334] send: header
2023-01-18 15:41:05,166 DEBUG   SenderThread:704 [sender.py:send():334] send: run
2023-01-18 15:41:05,340 DEBUG   HandlerThread:704 [handler.py:handle_request():144] handle_request: check_version
2023-01-18 15:41:05,350 INFO    SenderThread:704 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_154105-bocgwg86/files
2023-01-18 15:41:05,351 INFO    SenderThread:704 [sender.py:_start_run_threads():1065] run started: bocgwg86 with start time 1674056465.147354
2023-01-18 15:41:05,351 DEBUG   SenderThread:704 [sender.py:send_request():361] send_request: summary_record
2023-01-18 15:41:05,351 INFO    SenderThread:704 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-18 15:41:05,352 DEBUG   SenderThread:704 [sender.py:send_request():361] send_request: check_version
2023-01-18 15:41:05,455 DEBUG   HandlerThread:704 [handler.py:handle_request():144] handle_request: run_start
2023-01-18 15:41:05,464 DEBUG   HandlerThread:704 [system_info.py:__init__():31] System info init
2023-01-18 15:41:05,464 DEBUG   HandlerThread:704 [system_info.py:__init__():46] System info init done
2023-01-18 15:41:05,465 INFO    HandlerThread:704 [system_monitor.py:start():151] Starting system monitor
2023-01-18 15:41:05,465 INFO    SystemMonitor:704 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-18 15:41:05,465 INFO    HandlerThread:704 [system_monitor.py:probe():172] Collecting system info
2023-01-18 15:41:05,466 INFO    SystemMonitor:704 [interfaces.py:start():168] Started cpu
2023-01-18 15:41:05,467 INFO    SystemMonitor:704 [interfaces.py:start():168] Started disk
2023-01-18 15:41:05,469 INFO    SystemMonitor:704 [interfaces.py:start():168] Started gpu
2023-01-18 15:41:05,470 INFO    SystemMonitor:704 [interfaces.py:start():168] Started memory
2023-01-18 15:41:05,471 INFO    SystemMonitor:704 [interfaces.py:start():168] Started network
2023-01-18 15:41:05,480 DEBUG   HandlerThread:704 [system_info.py:probe():195] Probing system
2023-01-18 15:41:05,492 DEBUG   HandlerThread:704 [git.py:repo():40] git repository is invalid
2023-01-18 15:41:05,492 DEBUG   HandlerThread:704 [system_info.py:probe():241] Probing system done
2023-01-18 15:41:05,493 DEBUG   HandlerThread:704 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-1027-gcp-x86_64-with', 'python': '3.8.12', 'heartbeatAt': '2023-01-18T15:41:05.480624', 'startedAt': '2023-01-18T15:41:05.120470', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'host': '5fda6de0e6a5', 'username': 'runner', 'executable': '/home/runner/nanoGPT-in-Replit/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2299.998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1639.7619400024414, 'used': 41.55868148803711}, 'gpu': 'Tesla K80', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla K80', 'memory_total': 11997020160}], 'memory': {'total': 102.17521667480469}}
2023-01-18 15:41:05,493 INFO    HandlerThread:704 [system_monitor.py:probe():182] Finished collecting system info
2023-01-18 15:41:05,493 INFO    HandlerThread:704 [system_monitor.py:probe():185] Publishing system info
2023-01-18 15:41:05,493 DEBUG   HandlerThread:704 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-18 15:41:05,494 DEBUG   HandlerThread:704 [system_info.py:_save_pip():67] Saving pip packages done
