2023-01-18 13:58:37,638 INFO    StreamThr :4110 [internal.py:wandb_internal():87] W&B internal server running at pid: 4110, started at: 2023-01-18 13:58:37.637197
2023-01-18 13:58:37,640 DEBUG   HandlerThread:4110 [handler.py:handle_request():144] handle_request: status
2023-01-18 13:58:37,650 INFO    WriterThread:4110 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_135837-6790q2wh/run-6790q2wh.wandb
2023-01-18 13:58:37,651 DEBUG   SenderThread:4110 [sender.py:send():334] send: header
2023-01-18 13:58:37,653 DEBUG   SenderThread:4110 [sender.py:send():334] send: run
2023-01-18 13:58:37,817 DEBUG   HandlerThread:4110 [handler.py:handle_request():144] handle_request: check_version
2023-01-18 13:58:37,825 INFO    SenderThread:4110 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_135837-6790q2wh/files
2023-01-18 13:58:37,825 INFO    SenderThread:4110 [sender.py:_start_run_threads():1065] run started: 6790q2wh with start time 1674050317.635967
2023-01-18 13:58:37,825 DEBUG   SenderThread:4110 [sender.py:send_request():361] send_request: summary_record
2023-01-18 13:58:37,826 INFO    SenderThread:4110 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-18 13:58:37,826 DEBUG   SenderThread:4110 [sender.py:send_request():361] send_request: check_version
2023-01-18 13:58:37,917 DEBUG   HandlerThread:4110 [handler.py:handle_request():144] handle_request: run_start
2023-01-18 13:58:37,927 DEBUG   HandlerThread:4110 [system_info.py:__init__():31] System info init
2023-01-18 13:58:37,928 DEBUG   HandlerThread:4110 [system_info.py:__init__():46] System info init done
2023-01-18 13:58:37,928 INFO    HandlerThread:4110 [system_monitor.py:start():151] Starting system monitor
2023-01-18 13:58:37,928 INFO    SystemMonitor:4110 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-18 13:58:37,929 INFO    HandlerThread:4110 [system_monitor.py:probe():172] Collecting system info
2023-01-18 13:58:37,930 INFO    SystemMonitor:4110 [interfaces.py:start():168] Started cpu
2023-01-18 13:58:37,930 INFO    SystemMonitor:4110 [interfaces.py:start():168] Started disk
2023-01-18 13:58:37,931 INFO    SystemMonitor:4110 [interfaces.py:start():168] Started gpu
2023-01-18 13:58:37,932 INFO    SystemMonitor:4110 [interfaces.py:start():168] Started memory
2023-01-18 13:58:37,935 INFO    SystemMonitor:4110 [interfaces.py:start():168] Started network
2023-01-18 13:58:37,945 DEBUG   HandlerThread:4110 [system_info.py:probe():195] Probing system
2023-01-18 13:58:37,956 DEBUG   HandlerThread:4110 [git.py:repo():40] git repository is invalid
2023-01-18 13:58:37,957 DEBUG   HandlerThread:4110 [system_info.py:probe():241] Probing system done
