2023-01-18 14:09:25,457 INFO    StreamThr :4860 [internal.py:wandb_internal():87] W&B internal server running at pid: 4860, started at: 2023-01-18 14:09:25.456320
2023-01-18 14:09:25,459 DEBUG   HandlerThread:4860 [handler.py:handle_request():144] handle_request: status
2023-01-18 14:09:25,469 INFO    WriterThread:4860 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_140925-62afhsm8/run-62afhsm8.wandb
2023-01-18 14:09:25,469 DEBUG   SenderThread:4860 [sender.py:send():334] send: header
2023-01-18 14:09:25,471 DEBUG   SenderThread:4860 [sender.py:send():334] send: run
2023-01-18 14:09:25,645 INFO    SenderThread:4860 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_140925-62afhsm8/files
2023-01-18 14:09:25,646 INFO    SenderThread:4860 [sender.py:_start_run_threads():1065] run started: 62afhsm8 with start time 1674050965.455686
2023-01-18 14:09:25,646 DEBUG   HandlerThread:4860 [handler.py:handle_request():144] handle_request: check_version
2023-01-18 14:09:25,646 DEBUG   SenderThread:4860 [sender.py:send_request():361] send_request: summary_record
2023-01-18 14:09:25,647 INFO    SenderThread:4860 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-18 14:09:25,647 DEBUG   SenderThread:4860 [sender.py:send_request():361] send_request: check_version
2023-01-18 14:09:25,742 DEBUG   HandlerThread:4860 [handler.py:handle_request():144] handle_request: run_start
2023-01-18 14:09:25,750 DEBUG   HandlerThread:4860 [system_info.py:__init__():31] System info init
2023-01-18 14:09:25,750 DEBUG   HandlerThread:4860 [system_info.py:__init__():46] System info init done
2023-01-18 14:09:25,751 INFO    HandlerThread:4860 [system_monitor.py:start():151] Starting system monitor
2023-01-18 14:09:25,751 INFO    SystemMonitor:4860 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-18 14:09:25,751 INFO    HandlerThread:4860 [system_monitor.py:probe():172] Collecting system info
2023-01-18 14:09:25,752 INFO    SystemMonitor:4860 [interfaces.py:start():168] Started cpu
2023-01-18 14:09:25,754 INFO    SystemMonitor:4860 [interfaces.py:start():168] Started disk
2023-01-18 14:09:25,755 INFO    SystemMonitor:4860 [interfaces.py:start():168] Started gpu
2023-01-18 14:09:25,756 INFO    SystemMonitor:4860 [interfaces.py:start():168] Started memory
2023-01-18 14:09:25,757 INFO    SystemMonitor:4860 [interfaces.py:start():168] Started network
2023-01-18 14:09:25,771 DEBUG   HandlerThread:4860 [system_info.py:probe():195] Probing system
2023-01-18 14:09:25,787 DEBUG   HandlerThread:4860 [git.py:repo():40] git repository is invalid
2023-01-18 14:09:25,787 DEBUG   HandlerThread:4860 [system_info.py:probe():241] Probing system done
