2023-01-18 14:38:00,261 INFO    StreamThr :229 [internal.py:wandb_internal():87] W&B internal server running at pid: 229, started at: 2023-01-18 14:38:00.244374
2023-01-18 14:38:00,264 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status
2023-01-18 14:38:00,266 INFO    WriterThread:229 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/run-fy4liqyh.wandb
2023-01-18 14:38:00,271 DEBUG   SenderThread:229 [sender.py:send():334] send: header
2023-01-18 14:38:00,271 DEBUG   SenderThread:229 [sender.py:send():334] send: run
2023-01-18 14:38:00,446 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: check_version
2023-01-18 14:38:00,449 INFO    SenderThread:229 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files
2023-01-18 14:38:00,449 INFO    SenderThread:229 [sender.py:_start_run_threads():1065] run started: fy4liqyh with start time 1674052680.242159
2023-01-18 14:38:00,449 DEBUG   SenderThread:229 [sender.py:send_request():361] send_request: summary_record
2023-01-18 14:38:00,450 INFO    SenderThread:229 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-18 14:38:00,450 DEBUG   SenderThread:229 [sender.py:send_request():361] send_request: check_version
2023-01-18 14:38:00,544 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: run_start
2023-01-18 14:38:00,553 DEBUG   HandlerThread:229 [system_info.py:__init__():31] System info init
2023-01-18 14:38:00,554 DEBUG   HandlerThread:229 [system_info.py:__init__():46] System info init done
2023-01-18 14:38:00,554 INFO    HandlerThread:229 [system_monitor.py:start():151] Starting system monitor
2023-01-18 14:38:00,554 INFO    SystemMonitor:229 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-18 14:38:00,554 INFO    HandlerThread:229 [system_monitor.py:probe():172] Collecting system info
2023-01-18 14:38:00,555 INFO    SystemMonitor:229 [interfaces.py:start():168] Started cpu
2023-01-18 14:38:00,556 INFO    SystemMonitor:229 [interfaces.py:start():168] Started disk
2023-01-18 14:38:00,558 INFO    SystemMonitor:229 [interfaces.py:start():168] Started gpu
2023-01-18 14:38:00,559 INFO    SystemMonitor:229 [interfaces.py:start():168] Started memory
2023-01-18 14:38:00,560 INFO    SystemMonitor:229 [interfaces.py:start():168] Started network
2023-01-18 14:38:00,569 DEBUG   HandlerThread:229 [system_info.py:probe():195] Probing system
2023-01-18 14:38:00,581 DEBUG   HandlerThread:229 [git.py:repo():40] git repository is invalid
2023-01-18 14:38:00,581 DEBUG   HandlerThread:229 [system_info.py:probe():241] Probing system done
2023-01-18 14:38:00,581 DEBUG   HandlerThread:229 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-1027-gcp-x86_64-with', 'python': '3.8.12', 'heartbeatAt': '2023-01-18T14:38:00.569273', 'startedAt': '2023-01-18T14:38:00.218467', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'host': '5fda6de0e6a5', 'username': 'runner', 'executable': '/home/runner/nanoGPT-in-Replit/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2299.998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1639.7619400024414, 'used': 41.55859375}, 'gpu': 'Tesla K80', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla K80', 'memory_total': 11997020160}], 'memory': {'total': 102.17521667480469}}
2023-01-18 14:38:00,581 INFO    HandlerThread:229 [system_monitor.py:probe():182] Finished collecting system info
2023-01-18 14:38:00,581 INFO    HandlerThread:229 [system_monitor.py:probe():185] Publishing system info
2023-01-18 14:38:00,582 DEBUG   HandlerThread:229 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-18 14:38:00,583 DEBUG   HandlerThread:229 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-18 14:38:00,583 DEBUG   HandlerThread:229 [system_info.py:_save_code():89] Saving code
2023-01-18 14:38:00,584 DEBUG   HandlerThread:229 [system_info.py:_save_code():110] Saving code done
2023-01-18 14:38:00,585 INFO    HandlerThread:229 [system_monitor.py:probe():187] Finished publishing system info
2023-01-18 14:38:00,619 DEBUG   SenderThread:229 [sender.py:send():334] send: files
2023-01-18 14:38:00,620 INFO    SenderThread:229 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-18 14:38:00,621 INFO    SenderThread:229 [sender.py:_save_file():1319] saving file code/main.py with policy now
2023-01-18 14:38:00,632 DEBUG   SenderThread:229 [sender.py:send():334] send: telemetry
2023-01-18 14:38:00,633 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: stop_status
2023-01-18 14:38:00,636 DEBUG   SenderThread:229 [sender.py:send_request():361] send_request: stop_status
2023-01-18 14:38:01,027 INFO    Thread-16 :229 [upload_job.py:push():143] Uploaded file /tmp/tmpt3nfo9ycwandb/mt8ckzs2-wandb-metadata.json
2023-01-18 14:38:01,111 INFO    Thread-17 :229 [upload_job.py:push():143] Uploaded file /tmp/tmpt3nfo9ycwandb/61o7vu53-code/main.py
2023-01-18 14:38:01,452 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/requirements.txt
2023-01-18 14:38:01,452 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/wandb-metadata.json
2023-01-18 14:38:01,453 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/wandb-summary.json
2023-01-18 14:38:01,453 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/code/main.py
2023-01-18 14:38:01,453 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/output.log
2023-01-18 14:38:01,454 INFO    Thread-13 :229 [dir_watcher.py:_on_file_created():275] file/dir created: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/code
2023-01-18 14:38:03,451 INFO    Thread-13 :229 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/output.log
2023-01-18 14:38:05,686 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:10,688 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:15,627 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: keepalive
2023-01-18 14:38:15,689 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:20,628 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: keepalive
2023-01-18 14:38:20,690 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:25,629 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: keepalive
2023-01-18 14:38:25,691 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:30,631 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: keepalive
2023-01-18 14:38:30,697 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
2023-01-18 14:38:31,473 INFO    Thread-13 :229 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_143800-fy4liqyh/files/config.yaml
2023-01-18 14:38:35,632 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: keepalive
2023-01-18 14:38:35,858 DEBUG   HandlerThread:229 [handler.py:handle_request():144] handle_request: status_report
