2023-01-25 21:45:20,497 INFO    StreamThr :2964 [internal.py:wandb_internal():87] W&B internal server running at pid: 2964, started at: 2023-01-25 21:45:20.496501
2023-01-25 21:45:20,499 DEBUG   HandlerThread:2964 [handler.py:handle_request():144] handle_request: status
2023-01-25 21:45:20,522 INFO    WriterThread:2964 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230125_214520-b45ibqqp/run-b45ibqqp.wandb
2023-01-25 21:45:20,523 DEBUG   SenderThread:2964 [sender.py:send():334] send: header
2023-01-25 21:45:20,526 DEBUG   SenderThread:2964 [sender.py:send():334] send: run
2023-01-25 21:45:20,853 DEBUG   HandlerThread:2964 [handler.py:handle_request():144] handle_request: check_version
2023-01-25 21:45:20,856 INFO    SenderThread:2964 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230125_214520-b45ibqqp/files
2023-01-25 21:45:20,857 INFO    SenderThread:2964 [sender.py:_start_run_threads():1065] run started: b45ibqqp with start time 1674683120.498385
2023-01-25 21:45:20,857 DEBUG   SenderThread:2964 [sender.py:send_request():361] send_request: summary_record
2023-01-25 21:45:20,857 INFO    SenderThread:2964 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-25 21:45:20,858 DEBUG   SenderThread:2964 [sender.py:send_request():361] send_request: check_version
2023-01-25 21:45:21,010 DEBUG   HandlerThread:2964 [handler.py:handle_request():144] handle_request: run_start
2023-01-25 21:45:21,022 DEBUG   HandlerThread:2964 [system_info.py:__init__():31] System info init
2023-01-25 21:45:21,023 DEBUG   HandlerThread:2964 [system_info.py:__init__():46] System info init done
2023-01-25 21:45:21,023 INFO    HandlerThread:2964 [system_monitor.py:start():151] Starting system monitor
2023-01-25 21:45:21,024 INFO    SystemMonitor:2964 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-25 21:45:21,024 INFO    HandlerThread:2964 [system_monitor.py:probe():172] Collecting system info
2023-01-25 21:45:21,025 INFO    SystemMonitor:2964 [interfaces.py:start():168] Started cpu
2023-01-25 21:45:21,026 INFO    SystemMonitor:2964 [interfaces.py:start():168] Started disk
2023-01-25 21:45:21,027 INFO    SystemMonitor:2964 [interfaces.py:start():168] Started gpu
2023-01-25 21:45:21,028 INFO    SystemMonitor:2964 [interfaces.py:start():168] Started memory
2023-01-25 21:45:21,030 INFO    SystemMonitor:2964 [interfaces.py:start():168] Started network
2023-01-25 21:45:21,047 DEBUG   HandlerThread:2964 [system_info.py:probe():195] Probing system
2023-01-25 21:45:21,060 DEBUG   HandlerThread:2964 [git.py:repo():40] git repository is invalid
2023-01-25 21:45:21,060 DEBUG   HandlerThread:2964 [system_info.py:probe():241] Probing system done
