2023-01-18 18:43:44,832 INFO    StreamThr :469 [internal.py:wandb_internal():87] W&B internal server running at pid: 469, started at: 2023-01-18 18:43:44.831524
2023-01-18 18:43:44,834 DEBUG   HandlerThread:469 [handler.py:handle_request():144] handle_request: status
2023-01-18 18:43:44,836 INFO    WriterThread:469 [datastore.py:open_for_write():85] open: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_184344-int8jbbm/run-int8jbbm.wandb
2023-01-18 18:43:44,841 DEBUG   SenderThread:469 [sender.py:send():334] send: header
2023-01-18 18:43:44,841 DEBUG   SenderThread:469 [sender.py:send():334] send: run
2023-01-18 18:43:45,037 INFO    SenderThread:469 [dir_watcher.py:__init__():216] watching files in: /home/runner/nanoGPT-in-Replit/wandb/run-20230118_184344-int8jbbm/files
2023-01-18 18:43:45,038 INFO    SenderThread:469 [sender.py:_start_run_threads():1065] run started: int8jbbm with start time 1674067424.821997
2023-01-18 18:43:45,038 DEBUG   HandlerThread:469 [handler.py:handle_request():144] handle_request: check_version
2023-01-18 18:43:45,038 DEBUG   SenderThread:469 [sender.py:send_request():361] send_request: summary_record
2023-01-18 18:43:45,039 INFO    SenderThread:469 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-18 18:43:45,039 DEBUG   SenderThread:469 [sender.py:send_request():361] send_request: check_version
2023-01-18 18:43:45,137 DEBUG   HandlerThread:469 [handler.py:handle_request():144] handle_request: run_start
2023-01-18 18:43:45,146 DEBUG   HandlerThread:469 [system_info.py:__init__():31] System info init
2023-01-18 18:43:45,146 DEBUG   HandlerThread:469 [system_info.py:__init__():46] System info init done
2023-01-18 18:43:45,147 INFO    HandlerThread:469 [system_monitor.py:start():151] Starting system monitor
2023-01-18 18:43:45,147 INFO    SystemMonitor:469 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-18 18:43:45,147 INFO    HandlerThread:469 [system_monitor.py:probe():172] Collecting system info
2023-01-18 18:43:45,148 INFO    SystemMonitor:469 [interfaces.py:start():168] Started cpu
2023-01-18 18:43:45,149 INFO    SystemMonitor:469 [interfaces.py:start():168] Started disk
2023-01-18 18:43:45,150 INFO    SystemMonitor:469 [interfaces.py:start():168] Started gpu
2023-01-18 18:43:45,151 INFO    SystemMonitor:469 [interfaces.py:start():168] Started memory
2023-01-18 18:43:45,152 INFO    SystemMonitor:469 [interfaces.py:start():168] Started network
2023-01-18 18:43:45,161 DEBUG   HandlerThread:469 [system_info.py:probe():195] Probing system
2023-01-18 18:43:45,173 DEBUG   HandlerThread:469 [git.py:repo():40] git repository is invalid
2023-01-18 18:43:45,173 DEBUG   HandlerThread:469 [system_info.py:probe():241] Probing system done
